SR ID,Opened,Closed,Status,Department,Area,Sub-Area,Attached Solution (Topic),Attached Solution SLA Days,City,State,Zip Code,Source,Election District,Maryland State District,Congressional District,Congressional Member,Council District,Council Member Name,Changed Date,# of Days Open,Within SLA Windows,SLA Yes,SLA No,Request Type
1583277446,01/03/2025 03:30:12 PM,01/14/2025 08:47:37 AM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,Silver Spring,MD,20904.0,Phone,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/14/2025 01:47:39 PM,6,No,0,1,Service Request - Fulfillment
1583289894,01/03/2025 04:59:41 PM,01/15/2025 07:08:39 AM,Closed,DOT,Highway Services,Pothole Repair,Pothole Repair,3.0,Burtonsville,MD,20866.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/15/2025 12:08:42 PM,7,No,0,1,Service Request - Fulfillment
1583285647,01/03/2025 06:37:10 PM,01/07/2025 01:17:14 PM,Closed,DOT,Highway Services,Office,County Snow Web Page Shows Street is Not County Maintained,5.0,Silver Spring,MD,20904.0,Phone,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/07/2025 06:17:18 PM,1,Yes,1,0,Service Request - Fulfillment
1583315925,01/04/2025 10:56:00 AM,01/22/2025 01:36:07 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/22/2025 06:36:07 PM,11,Yes,1,0,Service Request - Fulfillment
1583316498,01/05/2025 01:59:51 AM,01/14/2025 10:37:53 AM,Closed,DOT,Highway Services,Debris Pickup,Debris Pickup,5.0,Brookeville,MD,20833.0,Web,8.0,14,3.0,JOHN P. SARBANES (Democrat),7.0,Dawn Luedtke,01/14/2025 03:37:55 PM,6,No,0,1,Service Request - Fulfillment
1583362854,01/05/2025 10:06:47 AM,01/07/2025 01:16:52 PM,Closed,DOT,Highway Services,Office,County Snow Web Page Shows Street is Not County Maintained,5.0,Silver Spring,MD,20904.0,Web,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/07/2025 06:16:54 PM,1,Yes,1,0,Service Request - Fulfillment
1583363588,01/05/2025 08:56:56 PM,02/28/2025 12:40:21 PM,Closed,DOT,Highway Services,Litter,Litter Pickup,10.0,Silver Spring,MD,20904.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,02/28/2025 05:40:25 PM,37,No,0,1,Service Request - Fulfillment
1583367949,01/06/2025 07:15:05 AM,01/07/2025 01:14:44 PM,Closed,DOT,Highway Services,Office,County Snow Web Page Shows Street is Not County Maintained,5.0,Silver Spring,MD,20904.0,Phone,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/07/2025 06:14:47 PM,1,Yes,1,0,Service Request - Fulfillment
1583388862,01/06/2025 07:30:09 AM,01/06/2025 08:39:06 AM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Rockville,MD,20850.0,Web,6.0,15,8.0,JAMIE RASKIN. (Democrat),2.0,Marilyn Balcombe,01/06/2025 01:39:07 PM,0,Yes,1,0,General Information
1583377040,01/06/2025 08:37:13 AM,01/06/2025 08:39:33 AM,Closed,DOT,Highway Services,Office,County Snow Web Page Shows Street is Not County Maintained,5.0,Rockville,MD,20850.0,Phone,4.0,15,8.0,JAMIE RASKIN. (Democrat),3.0,Sidney A. Katz,01/06/2025 01:39:34 PM,0,Yes,1,0,General Information
1583388961,01/06/2025 08:45:18 AM,01/07/2025 07:57:56 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/08/2025 12:57:56 AM,1,Yes,1,0,Service Request - Fulfillment
1583388976,01/06/2025 09:02:01 AM,01/06/2025 09:31:20 AM,Closed,DOT,Highway Services,Storm Info,Sidewalk Snow Removal Bill Information,1.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/06/2025 02:31:21 PM,0,Yes,1,0,General Information
1583377157,01/06/2025 09:40:10 AM,01/06/2025 09:43:42 AM,Closed,DOT,Highway Services,Storm Info,Snow Removal Status,1.0,Silver Spring,MD,20904.0,Phone,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 02:43:43 PM,0,Yes,1,0,General Information
1583377347,01/06/2025 10:51:53 AM,01/06/2025 10:56:54 AM,Closed,DOT,Highway Services,Storm Info,Plowing of Montgomery County Streets,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 03:56:58 PM,0,Yes,1,0,General Information
1583381503,01/06/2025 11:06:06 AM,01/06/2025 05:23:54 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 10:23:56 PM,0,Yes,1,0,General Information
1583366392,01/06/2025 11:38:25 AM,03/18/2025 12:04:13 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20906.0,Phone,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,03/18/2025 04:04:13 PM,49,Yes,1,0,Service Request - Fulfillment
1583390307,01/06/2025 12:41:25 PM,01/11/2025 03:35:59 AM,Closed,DOT,Highway Services,Snow Removal,Mailbox Damaged by Snowplow,2.0,Silver Spring,MD,20904.0,Phone,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/11/2025 08:36:00 AM,4,No,0,1,Service Request - Fulfillment
1583401252,01/06/2025 01:25:48 PM,01/09/2025 04:37:43 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20904.0,Phone,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/09/2025 09:37:43 PM,3,Yes,1,0,Service Request - Fulfillment
1583368791,01/06/2025 01:36:00 PM,01/07/2025 04:36:12 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Brookeville,MD,20833.0,Phone,8.0,14,3.0,JOHN P. SARBANES (Democrat),7.0,Dawn Luedtke,01/07/2025 09:36:12 PM,1,Yes,1,0,Service Request - Fulfillment
1583389381,01/06/2025 01:47:44 PM,01/16/2025 12:34:42 PM,Closed,DOT,Highway Services,Office,Roadway Resurfacing or Repaving,5.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/16/2025 05:34:46 PM,8,No,0,1,Service Request - Fulfillment
1583407871,01/06/2025 02:07:31 PM,01/06/2025 02:14:03 PM,Closed,DOT,Highway Services,Storm Info,Priority Plowing,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 07:24:16 PM,0,Yes,1,0,General Information
1583394356,01/06/2025 02:09:41 PM,01/14/2025 09:55:25 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20904.0,Phone,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/14/2025 02:55:25 PM,6,Yes,1,0,Service Request - Fulfillment
1583409876,01/06/2025 02:53:34 PM,01/07/2025 09:37:52 AM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Phone,13.0,18,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 02:37:52 PM,1,Yes,1,0,Service Request - Fulfillment
1583367706,01/06/2025 02:57:54 PM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Snow Plow Blocked Driveway,2.0,Silver Spring,MD,20904.0,Phone,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/07/2025 10:52:24 PM,1,Yes,1,0,Service Request - Fulfillment
1583410854,01/06/2025 02:58:08 PM,01/13/2025 03:24:30 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20906.0,Phone,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/13/2025 08:24:30 PM,5,Yes,1,0,Service Request - Fulfillment
1583413802,01/06/2025 03:23:29 PM,01/06/2025 03:26:53 PM,Closed,DOT,Highway Services,Storm Info,Snow Removal Status,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 08:26:54 PM,0,Yes,1,0,General Information
1583408879,01/06/2025 03:35:50 PM,01/06/2025 03:39:35 PM,Closed,DOT,Highway Services,Storm Info,Plowing of Non-County Streets,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/06/2025 08:39:36 PM,0,Yes,1,0,General Information
1583389620,01/06/2025 04:36:12 PM,01/07/2025 07:41:57 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/08/2025 12:41:57 AM,1,Yes,1,0,Service Request - Fulfillment
1583411231,01/06/2025 05:15:51 PM,01/11/2025 03:35:01 AM,Closed,DOT,Highway Services,Snow Removal,Mailbox Damaged by Snowplow,2.0,Burtonsville,MD,20866.0,Phone,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/11/2025 08:35:03 AM,4,No,0,1,Service Request - Fulfillment
1583389762,01/06/2025 05:18:25 PM,01/07/2025 07:41:57 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/08/2025 12:41:57 AM,1,Yes,1,0,Service Request - Fulfillment
1583412070,01/06/2025 05:18:30 PM,01/06/2025 05:21:58 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Phone,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 10:22:00 PM,0,Yes,1,0,General Information
1583404326,01/06/2025 05:30:19 PM,01/06/2025 05:33:50 PM,Closed,DOT,Highway Services,Storm Info,Snow Removal Status,1.0,Silver Spring,MD,20906.0,Phone,13.0,19,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/06/2025 10:33:52 PM,0,Yes,1,0,General Information
1583418910,01/06/2025 06:18:41 PM,01/07/2025 07:27:47 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Rockville,MD,20850.0,Web,6.0,15,8.0,JAMIE RASKIN. (Democrat),2.0,Marilyn Balcombe,01/08/2025 12:27:47 AM,1,Yes,1,0,Service Request - Fulfillment
1583419078,01/06/2025 07:21:26 PM,01/31/2025 06:20:33 AM,Closed,DOT,Highway Services,Snow Removal,Mailbox Damaged by Snowplow,2.0,Silver Spring,MD,20904.0,Web,5.0,14,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/31/2025 11:20:35 AM,18,No,0,1,Service Request - Fulfillment
1583419155,01/06/2025 08:10:21 PM,01/07/2025 04:43:52 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Web,13.0,18,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 09:43:52 PM,1,Yes,1,0,Service Request - Fulfillment
1583419129,01/06/2025 09:14:53 PM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 10:52:24 PM,1,Yes,1,0,Service Request - Fulfillment
1583419484,01/06/2025 10:55:05 PM,01/07/2025 11:57:10 AM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Web,13.0,18,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 04:57:10 PM,1,Yes,1,0,Service Request - Fulfillment
1583419335,01/06/2025 11:16:02 PM,01/07/2025 05:45:23 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/07/2025 10:45:23 PM,1,Yes,1,0,Service Request - Fulfillment
1583419296,01/06/2025 11:33:24 PM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Salt Icy Street,1.0,Silver Spring,MD,20904.0,Web,5.0,14,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/07/2025 10:52:24 PM,1,Yes,1,0,Service Request - Fulfillment
1583419522,01/07/2025 12:13:25 AM,01/07/2025 07:27:47 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Rockville,MD,20850.0,Web,4.0,15,8.0,JAMIE RASKIN. (Democrat),3.0,Sidney A. Katz,01/08/2025 12:27:47 AM,0,Yes,1,0,Service Request - Fulfillment
1583419247,01/07/2025 03:59:54 AM,01/07/2025 07:27:47 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Rockville,MD,20850.0,Web,6.0,15,8.0,JAMIE RASKIN. (Democrat),2.0,Marilyn Balcombe,01/08/2025 12:27:47 AM,0,Yes,1,0,Service Request - Fulfillment
1583436801,01/07/2025 05:00:11 AM,01/09/2025 02:18:05 PM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20904.0,Web,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/09/2025 07:18:05 PM,2,Yes,1,0,Service Request - Fulfillment
1583436881,01/07/2025 05:49:44 AM,01/10/2025 09:20:46 AM,Closed,DHCA,Code Enforcement,,Housing Complaints,60.0,Silver Spring,MD,20904.0,Web,5.0,20,3.0,JOHN P. SARBANES (Democrat),5.0,Kristin Mink,01/10/2025 02:20:48 PM,3,Yes,1,0,Service Request - Fulfillment
1583436901,01/07/2025 05:51:16 AM,01/07/2025 07:41:57 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/08/2025 12:41:57 AM,0,Yes,1,0,Service Request - Fulfillment
1583436876,01/07/2025 05:52:40 AM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 10:52:24 PM,0,Yes,1,0,Service Request - Fulfillment
1583436914,01/07/2025 06:42:07 AM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Web,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 10:52:24 PM,0,Yes,1,0,Service Request - Fulfillment
1583438890,01/07/2025 07:14:51 AM,01/07/2025 07:17:20 AM,Closed,DOT,Highway Services,Storm Info,Snow Removal Status,1.0,Silver Spring,MD,20906.0,Phone,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 12:18:50 PM,0,Yes,1,0,General Information
1583437036,01/07/2025 07:19:10 AM,01/07/2025 07:41:57 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/08/2025 12:41:57 AM,0,Yes,1,0,Service Request - Fulfillment
1583437117,01/07/2025 07:34:59 AM,01/07/2025 07:41:57 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20904.0,Web,5.0,20,8.0,JAMIE RASKIN. (Democrat),5.0,Kristin Mink,01/08/2025 12:41:57 AM,0,Yes,1,0,Service Request - Fulfillment
1583410704,01/07/2025 07:54:49 AM,01/07/2025 05:52:24 PM,Closed,DOT,Highway Services,Snow Removal,Report Unplowed or Missed Street,1.0,Silver Spring,MD,20906.0,Phone,13.0,19,8.0,JAMIE RASKIN. (Democrat),6.0,Natali Fani-Gonz??A!lez,01/07/2025 10:52:24 PM,0,Yes,1,0,Service Request - Fulfillment
